"","subject","native_lang","age","gender","trial","story","reaction_time","response_a","response_b","response_c","response_d","report_a","report_b","report_c","tag_a","tag_b","tag_c","exhaustive_seen","mention_one_high_seen","mention_one_low_seen","mention_some_high_seen","mention_some_low_seen","false_report_seen","none_of_above_seen","exhaustive_chosen","mention_one_high_chosen","mention_one_low_chosen","mention_some_high_chosen","mention_some_low_chosen","false_report_chosen","none_of_above_chosen"
"221","A2L22HZ50T83UK","english",28,"female","low","low_pic",24857,"0","0","0",1,"Location B.","Locations D and F.","Location F.","f","ms-l","mo-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"222","A2L22HZ50T83UK","english",28,"female","high","high_inspector",25269,"0","1","0",0,"Restaurant E.","Restaurants A and B.","Restaurants C and E.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"224","A2L22HZ50T83UK","english",28,"female","low","low_brother",9820,"0","1","0",0,"Stalls A and B.","Stall C.","Stall B.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"225","A2L22HZ50T83UK","english",28,"female","high","high_operative",11847,"1","0","0",0,"The Northeast district.","The North district.","The South and North districts.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"227","A2L22HZ50T83UK","english",28,"female","low","low_la",13042,"0","0","1",0,"Diner E.","Diner B.","Diners C, F, A, D, and E.","mo-l","f","exh",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"228","A2L22HZ50T83UK","english",28,"female","high","high_fbi",14481,"0","1","0",0,"Place D.","Places B and E.","Place E.","f","ms-l","mo-l",0,0,1,0,1,1,1,0,0,0,0,1,0,0
"229","A2L22HZ50T83UK","english",28,"female","low","low_yoga",6287,"1","0","0",0,"Studio F.","Studios F, E, D, C and B.","Studios F and E.","mo-h","exh","ms-h",1,1,0,1,0,0,1,0,1,0,0,0,0,0
"231","A2L22HZ50T83UK","english",28,"female","high","high_terrorism",15555,"1","0","0",0,"Stores A and F.","Store E.","Stores E and B.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,0,0,0,1,0,0
"232","A2L22HZ50T83UK","english",28,"female","low","low_coffee",14371,"1","1","1",0,"Cafes E and B.","Cafe E.","Cafes E, B, F, C and D.","ms-h","mo-h","exh",1,1,0,1,0,0,1,1,1,0,1,0,0,0
"238","A1U8HCXVACOGJ8","english",53,"female","high","high_terrorism",61048,"0","1","1",0,"Store F.","Stores E and B.","Store E.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"239","A1U8HCXVACOGJ8","english",53,"female","low","low_coffee",36231,"1","1","1",0,"Cafes F and D.","Cafe E.","Cafes E, B, F, C and D.","ms-l","mo-h","exh",1,1,0,0,1,0,1,1,1,0,0,1,0,0
"241","A1U8HCXVACOGJ8","english",53,"female","high","high_operative",41880,"1","0","1",0,"The Northeast and Southwest districts.","The South and North districts.","The Northeast district.","ms-h","ms-l","mo-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"242","A1U8HCXVACOGJ8","english",53,"female","low","low_yoga",42597,"1","1","1",0,"Studios C and B.","Studio F.","Studios F, E, D, C and B.","ms-l","mo-h","exh",1,1,0,0,1,0,1,1,1,0,0,1,0,0
"244","A1U8HCXVACOGJ8","english",53,"female","high","high_firefighter",25984,"1","1","1",0,"The fourth and sixth floors.","The sixth floor.","The fifth and second floors.","ms-l","mo-l","ms-h",0,0,1,1,1,0,1,0,0,1,1,1,0,0
"245","A1U8HCXVACOGJ8","english",53,"female","low","low_brother",22906,"1","1","1",0,"Stall B.","Stalls C, D, A, F and B.","Stalls C and D.","mo-l","exh","ms-h",1,0,1,1,0,0,1,1,0,1,1,0,0,0
"246","A1U8HCXVACOGJ8","english",53,"female","high","high_inspector",27951,"1","1","1",0,"Restaurant A.","Restaurants A and B.","Restaurant E.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"248","A1U8HCXVACOGJ8","english",53,"female","low","low_pic",24322,"1","1","1",0,"Locations A and D.","Location A.","Location F.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"249","A1U8HCXVACOGJ8","english",53,"female","high","high_fbi",34919,"1","1","1",0,"Place E.","Places F and A.","Places F, A, B, C and E.","mo-l","ms-h","exh",1,0,1,1,0,0,1,1,0,1,1,0,0,0
"250","A1U8HCXVACOGJ8","english",53,"female","low","low_la",24789,"1","1","1",0,"Diners A and E.","Diners C and F.","Diner E.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,1,1,1,0,0
"256","AWPB724OHY99T","English",50,"female","low","low_brother",45703,"0","0","1",0,"Stall C.","Stall B.","Stalls C, D, A, F and B.","mo-h","mo-l","exh",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"257","AWPB724OHY99T","English",50,"female","high","high_operative",22229,"0","0","0",1,"The Northeast and Southwest districts.","The South and North districts.","The North district.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,0,0,0,1
"258","AWPB724OHY99T","English",50,"female","low","low_pic",13701,"0","0","0",1,"Location F.","Location A.","Locations A and D.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,0,0,0,0,0,1
"260","AWPB724OHY99T","English",50,"female","high","high_inspector",7812,"1","0","0",0,"Restaurants A and B.","Restaurant E.","Restaurants C and E.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"261","AWPB724OHY99T","English",50,"female","low","low_coffee",6767,"0","1","0",0,"Cafes E, B, F, C and D.","Cafe E.","Cafes F and D.","exh","mo-h","ms-l",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"263","AWPB724OHY99T","English",50,"female","high","high_terrorism",16419,"0","1","0",0,"Stores A and F.","Stores E and B.","Store F.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"264","AWPB724OHY99T","English",50,"female","low","low_yoga",5361,"0","1","0",0,"Studios C and B.","Studio F.","Studio B.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"265","AWPB724OHY99T","English",50,"female","high","high_firefighter",5198,"1","0","0",0,"The fifth floor.","The fourth and sixth floors.","The fifth and second floors.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"267","AWPB724OHY99T","English",50,"female","low","low_la",12150,"1","0","0",0,"Diner C.","Diners A and E.","Diner E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"268","AWPB724OHY99T","English",50,"female","high","high_fbi",9448,"0","0","0",1,"Place F.","Places B and E.","Places F and A.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,0,0,0,0,0,1
"274","A25FH7PXC446RG","english",51,"female","high","high_inspector",56952,"0","0","0",1,"Restaurant A.","Restaurants C and E.","Restaurant E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,0,0,0,0,0,1
"275","A25FH7PXC446RG","english",51,"female","low","low_coffee",91127,"0","0","1",0,"Cafes E, B, F, C and D.","Cafes E and B.","Cafe D.","exh","ms-h","mo-l",1,0,1,1,0,0,1,0,0,1,0,0,0,0
"277","A25FH7PXC446RG","english",51,"female","high","high_firefighter",44124,"0","0","1",0,"The fourth and sixth floors.","The sixth floor.","The fifth and second floors.","ms-l","mo-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"278","A25FH7PXC446RG","english",51,"female","low","low_yoga",18649,"1","0","0",0,"Studios F and E.","Studio B.","Studios C and B.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"280","A25FH7PXC446RG","english",51,"female","high","high_fbi",35849,"0","0","0",1,"Places F, A, B, C and E.","Place E.","Places B and E.","exh","mo-l","ms-l",1,0,1,0,1,0,1,0,0,0,0,0,0,1
"281","A25FH7PXC446RG","english",51,"female","low","low_la",13040,"0","1","0",0,"Diners A and E.","Diner C.","Diner B.","ms-l","mo-h","f",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"282","A25FH7PXC446RG","english",51,"female","high","high_terrorism",26530,"0","0","1",1,"Stores E, B, A, D, and F.","Store C.","Store F.","exh","f","mo-l",1,0,1,0,0,1,1,0,0,1,0,0,0,1
"284","A25FH7PXC446RG","english",51,"female","low","low_pic",22491,"0","0","0",1,"Locations A, D, E, and F.","Location F.","Locations D and F.","exh","mo-l","ms-l",1,0,1,0,1,0,1,0,0,0,0,0,0,1
"285","A25FH7PXC446RG","english",51,"female","high","high_operative",33778,"0","0","1",0,"The North district.","The Northeast, Southwest, South, Southeast and North districts.","The Northeast and Southwest districts.","mo-l","exh","ms-h",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"286","A25FH7PXC446RG","english",51,"female","low","low_brother",15244,"1","0","0",0,"Stalls C and D.","Stall E.","Stalls C, D, A, F and B.","ms-h","f","exh",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"292","A26M997VYVK0E6","english",31,"male","high","high_terrorism",31548,"0","1","0",0,"Store F.","Store E.","Stores E and B.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,1,0,0,0,0,0
"293","A26M997VYVK0E6","english",31,"male","low","low_yoga",15992,"0","1","0",0,"Studio A.","Studios F, E, D, C and B.","Studios C and B.","f","exh","ms-l",1,0,0,0,1,1,1,1,0,0,0,0,0,0
"295","A26M997VYVK0E6","english",31,"male","high","high_inspector",44782,"0","0","1",0,"Restaurants C and E.","Restaurant F.","Restaurants A and B.","ms-l","f","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"296","A26M997VYVK0E6","english",31,"male","low","low_la",5438,"1","0","0",0,"Diner E.","Diners A and E.","Diner C.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,0,1,0,0,0,0
"298","A26M997VYVK0E6","english",31,"male","high","high_fbi",28088,"0","1","0",0,"Place E.","Places F and A.","Places B and E.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"299","A26M997VYVK0E6","english",31,"male","low","low_brother",41150,"0","1","0",0,"Stall C.","Stalls C and D.","Stall B.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"300","A26M997VYVK0E6","english",31,"male","high","high_firefighter",73590,"0","1","0",0,"The fifth, second, fourth, third and sixth floors.","The fifth and second floors.","The fifth floor.","exh","ms-h","mo-h",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"302","A26M997VYVK0E6","english",31,"male","low","low_coffee",6004,"0","1","0",0,"Cafes E and B.","Cafe E.","Cafes F and D.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"303","A26M997VYVK0E6","english",31,"male","high","high_operative",37584,"1","1","1",0,"The South and North districts.","The Northeast, Southwest, South, Southeast and North districts.","The Northeast and Southwest districts.","ms-l","exh","ms-h",1,0,0,1,1,0,1,1,0,0,1,1,0,0
"304","A26M997VYVK0E6","english",31,"male","low","low_pic",27040,"1","1","0",0,"Locations A, D, E, and F.","Location F.","Locations A and D.","exh","mo-l","ms-h",1,0,1,1,0,0,1,1,0,1,0,0,0,0
"310","A1N4AZ1QXPOPXH","English",32,"male","high","high_firefighter",17462,"0","0","0",1,"The fourth and sixth floors.","The fifth floor.","The fifth and second floors.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,0,0,0,0,0,1
"311","A1N4AZ1QXPOPXH","English",32,"male","low","low_coffee",16711,"1","1","1",0,"Cafes E and B.","Cafe E.","Cafe D.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"313","A1N4AZ1QXPOPXH","English",32,"male","high","high_fbi",18054,"0","0","1",0,"Place E.","Places F, A, B, C and E.","Places F and A.","mo-l","exh","ms-h",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"314","A1N4AZ1QXPOPXH","English",32,"male","low","low_yoga",11022,"0","1","0",0,"Studio A.","Studio F.","Studio B.","f","mo-h","mo-l",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"316","A1N4AZ1QXPOPXH","English",32,"male","high","high_operative",11976,"0","1","0",0,"The South and North districts.","The Northeast and Southwest districts.","The Northeast, Southwest, South, Southeast and North districts.","ms-l","ms-h","exh",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"317","A1N4AZ1QXPOPXH","English",32,"male","low","low_brother",10727,"0","0","0",1,"Stall E.","Stalls A and B.","Stall B.","f","ms-l","mo-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"318","A1N4AZ1QXPOPXH","English",32,"male","high","high_terrorism",17793,"1","0","0",0,"Stores E, B, A, D, and F.","Store E.","Store C.","exh","mo-h","f",1,1,0,0,0,1,1,1,0,0,0,0,0,0
"320","A1N4AZ1QXPOPXH","English",32,"male","low","low_la",8572,"0","0","0",1,"Diner B.","Diners A and E.","Diner E.","f","ms-l","mo-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"321","A1N4AZ1QXPOPXH","English",32,"male","high","high_inspector",18485,"0","0","1",0,"Restaurants C and E.","Restaurants A and B.","Restaurants A, B, C, D, and E.","ms-l","ms-h","exh",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"322","A1N4AZ1QXPOPXH","English",32,"male","low","low_pic",9057,"0","0","0",1,"Locations A and D.","Locations A, D, E, and F.","Location F.","ms-h","exh","mo-l",1,0,1,1,0,0,1,0,0,0,0,0,0,1
"328","A1UA911OAE2KFJ","english",30,"female","high","high_firefighter",57373,"1","0","0",0,"The fifth floor.","The fourth and sixth floors.","The fifth and second floors.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"329","A1UA911OAE2KFJ","english",30,"female","low","low_coffee",6979,"0","0","1",0,"Cafes F and D.","Cafes E, B, F, C and D.","Cafe D.","ms-l","exh","mo-l",1,0,1,0,1,0,1,0,0,1,0,0,0,0
"330","A1UA911OAE2KFJ","english",30,"female","high","high_inspector",10178,"1","1","0",0,"Restaurant F.","Restaurant A.","Restaurants C and E.","f","mo-h","ms-l",0,1,0,0,1,1,1,0,1,0,0,0,1,0
"332","A1UA911OAE2KFJ","english",30,"female","low","low_brother",4082,"1","0","0",0,"Stall C.","Stall B.","Stalls A and B.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"333","A1UA911OAE2KFJ","english",30,"female","high","high_operative",2839,"0","1","0",0,"The South and North districts.","The Northeast, Southwest, South, Southeast and North districts.","The Northeast district.","ms-l","exh","mo-h",1,1,0,0,1,0,1,1,0,0,0,0,0,0
"335","A1UA911OAE2KFJ","english",30,"female","low","low_la",12584,"1","0","0",0,"Diner E.","Diners C, F, A, D, and E.","Diners C and F.","mo-l","exh","ms-h",1,0,1,1,0,0,1,0,0,1,0,0,0,0
"336","A1UA911OAE2KFJ","english",30,"female","high","high_fbi",4195,"0","1","0",0,"Places B and E.","Place F.","Places F, A, B, C and E.","ms-l","mo-h","exh",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"337","A1UA911OAE2KFJ","english",30,"female","low","low_yoga",7827,"1","1","0",0,"Studio F.","Studio A.","Studios C and B.","mo-h","f","ms-l",0,1,0,0,1,1,1,0,1,0,0,0,1,0
"339","A1UA911OAE2KFJ","english",30,"female","high","high_terrorism",2082,"0","1","0",0,"Store F.","Stores E and B.","Stores A and F.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"340","A1UA911OAE2KFJ","english",30,"female","low","low_pic",1148,"0","0","1",0,"Location F.","Locations D and F.","Location A.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"346","ADZHJZ078THWQ","English",23,"male","high","high_fbi",7605,"1","0","1",0,"Place F.","Place E.","Places F and A.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"347","ADZHJZ078THWQ","English",23,"male","low","low_brother",8971,"1","0","1",0,"Stall C.","Stall B.","Stalls C and D.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"349","ADZHJZ078THWQ","English",23,"male","high","high_operative",11437,"1","0","0",0,"The Northeast, Southwest, South, Southeast and North districts.","The North district.","The West district.","exh","mo-l","f",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"350","ADZHJZ078THWQ","English",23,"male","low","low_yoga",9403,"0","0","1",0,"Studios C and B.","Studios F, E, D, C and B.","Studios F and E.","ms-l","exh","ms-h",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"352","ADZHJZ078THWQ","English",23,"male","high","high_inspector",11958,"1","1","1",0,"Restaurants A and B.","Restaurant A.","Restaurants C and E.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"353","ADZHJZ078THWQ","English",23,"male","low","low_coffee",6727,"1","0","0",0,"Cafe E.","Cafe A.","Cafes E, B, F, C and D.","mo-h","f","exh",1,1,0,0,0,1,1,0,1,0,0,0,0,0
"354","ADZHJZ078THWQ","English",23,"male","high","high_firefighter",24904,"1","0","1",0,"The fifth floor.","The first floor.","The sixth floor.","mo-h","f","mo-l",0,1,1,0,0,1,1,0,1,1,0,0,0,0
"356","ADZHJZ078THWQ","English",23,"male","low","low_la",8437,"0","1","1",0,"Diners A and E.","Diners C and F.","Diner C.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"357","ADZHJZ078THWQ","English",23,"male","high","high_terrorism",10670,"1","0","1",0,"Stores E and B.","Store F.","Store E.","ms-h","mo-l","mo-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"358","ADZHJZ078THWQ","English",23,"male","low","low_pic",24579,"1","0","1",0,"Location A.","Locations D and F.","Locations A and D.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"364","A1TA2I82B8DJSA","English",36,"male","high","high_firefighter",33233,"1","1","0",0,"The fifth floor.","The fifth and second floors.","The first floor.","mo-h","ms-h","f",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"365","A1TA2I82B8DJSA","English",36,"male","low","low_la",37450,"1","0","0",0,"Diners C and F.","Diners C, F, A, D, and E.","Diner E.","ms-h","exh","mo-l",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"367","A1TA2I82B8DJSA","English",36,"male","high","high_fbi",31633,"1","1","1",0,"Place E.","Place F.","Places F and A.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"368","A1TA2I82B8DJSA","English",36,"male","low","low_coffee",34316,"0","1","0",0,"Cafe D.","Cafes E and B.","Cafe A.","mo-l","ms-h","f",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"370","A1TA2I82B8DJSA","English",36,"male","high","high_operative",70385,"1","1","0",0,"The Northeast district.","The Northeast, Southwest, South, Southeast and North districts.","The North district.","mo-h","exh","mo-l",1,1,1,0,0,0,1,1,1,0,0,0,0,0
"371","A1TA2I82B8DJSA","English",36,"male","low","low_pic",42201,"0","1","0",0,"Locations A, D, E, and F.","Location B.","Location A.","exh","f","mo-h",1,1,0,0,0,1,1,0,0,0,0,0,1,0
"372","A1TA2I82B8DJSA","English",36,"male","high","high_inspector",47934,"1","0","0",0,"Restaurant A.","Restaurant E.","Restaurants A and B.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,0,0,0,0,0
"374","A1TA2I82B8DJSA","English",36,"male","low","low_yoga",20665,"1","1","1",0,"Studio F.","Studios F and E.","Studio B.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"375","A1TA2I82B8DJSA","English",36,"male","high","high_terrorism",20071,"1","1","0",0,"Stores E, B, A, D, and F.","Store C.","Stores E and B.","exh","f","ms-h",1,0,0,1,0,1,1,1,0,0,0,0,1,0
"376","A1TA2I82B8DJSA","English",36,"male","low","low_brother",28019,"0","1","0",0,"Stall B.","Stalls C and D.","Stalls A and B.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"382","A1WOV2JIV5I9VE","english",22,"female","low","low_la",16826,"0","0","1",0,"Diner E.","Diners C, F, A, D, and E.","Diner B.","mo-l","exh","f",1,0,1,0,0,1,1,0,0,0,0,0,1,0
"383","A1WOV2JIV5I9VE","english",22,"female","high","high_fbi",12435,"1","0","0",0,"Places F, A, B, C and E.","Place E.","Places B and E.","exh","mo-l","ms-l",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"384","A1WOV2JIV5I9VE","english",22,"female","low","low_pic",17964,"0","0","1",0,"Location F.","Locations D and F.","Location A.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"386","A1WOV2JIV5I9VE","english",22,"female","high","high_operative",8354,"0","0","1",0,"The South and North districts.","The Northeast and Southwest districts.","The Northeast district.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"387","A1WOV2JIV5I9VE","english",22,"female","low","low_brother",9744,"1","0","0",0,"Stalls C and D.","Stalls A and B.","Stall E.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"389","A1WOV2JIV5I9VE","english",22,"female","high","high_terrorism",11184,"1","0","0",0,"Stores E and B.","Store C.","Store F.","ms-h","f","mo-l",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"390","A1WOV2JIV5I9VE","english",22,"female","low","low_coffee",9149,"0","1","0",0,"Cafes F and D.","Cafe E.","Cafe D.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"391","A1WOV2JIV5I9VE","english",22,"female","high","high_inspector",6483,"0","0","1",0,"Restaurant E.","Restaurant F.","Restaurants A and B.","mo-l","f","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"393","A1WOV2JIV5I9VE","english",22,"female","low","low_yoga",6565,"1","0","0",0,"Studios F and E.","Studios C and B.","Studio B.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"394","A1WOV2JIV5I9VE","english",22,"female","high","high_firefighter",4928,"1","0","0",0,"The fifth and second floors.","The sixth floor.","The fourth and sixth floors.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"400","A1P0XSCJ9XAV74","English",34,"female","low","low_yoga",60211,"0","1","1",0,"Studios C and B.","Studios F and E.","Studio F.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"401","A1P0XSCJ9XAV74","English",34,"female","high","high_terrorism",46269,"0","1","0",0,"Stores E, B, A, D, and F.","Stores E and B.","Stores A and F.","exh","ms-h","ms-l",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"403","A1P0XSCJ9XAV74","English",34,"female","low","low_coffee",22102,"1","1","0",0,"Cafe E.","Cafes E and B.","Cafes F and D.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"404","A1P0XSCJ9XAV74","English",34,"female","high","high_operative",59302,"0","0","1",0,"The South and North districts.","The West district.","The Northeast, Southwest, South, Southeast and North districts.","ms-l","f","exh",1,0,0,0,1,1,1,1,0,0,0,0,0,0
"406","A1P0XSCJ9XAV74","English",34,"female","low","low_la",37057,"1","0","1",0,"Diner C.","Diners A and E.","Diners C and F.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"407","A1P0XSCJ9XAV74","English",34,"female","high","high_fbi",30344,"0","0","1",0,"Places B and E.","Place D.","Places F and A.","ms-l","f","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"408","A1P0XSCJ9XAV74","English",34,"female","low","low_brother",34609,"0","1","0",0,"Stall E.","Stalls C, D, A, F and B.","Stall B.","f","exh","mo-l",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"410","A1P0XSCJ9XAV74","English",34,"female","high","high_firefighter",25415,"0","1","0",0,"The sixth floor.","The fifth floor.","The first floor.","mo-l","mo-h","f",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"411","A1P0XSCJ9XAV74","English",34,"female","low","low_pic",18242,"1","0","0",0,"Locations A and D.","Location B.","Locations A, D, E, and F.","ms-h","f","exh",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"412","A1P0XSCJ9XAV74","English",34,"female","high","high_inspector",30412,"0","0","0",1,"Restaurant E.","Restaurant A.","Restaurants C and E.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,0,0,0,0,0,1
"418","A1RZR5XTNOFBDE","English",28,"female","high","high_inspector",42071,"1","1","0",0,"Restaurants A and B.","Restaurant A.","Restaurant E.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"419","A1RZR5XTNOFBDE","English",28,"female","low","low_brother",103266,"0","0","1",0,"Stalls C, D, A, F and B.","Stall C.","Stalls C and D.","exh","mo-h","ms-h",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"421","A1RZR5XTNOFBDE","English",28,"female","high","high_fbi",68487,"1","0","0",0,"Places F and A.","Place E.","Places B and E.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"422","A1RZR5XTNOFBDE","English",28,"female","low","low_yoga",14433,"1","1","0",0,"Studios F and E.","Studio A.","Studio B.","ms-h","f","mo-l",0,0,1,1,0,1,1,0,0,0,1,0,1,0
