subject,native_lang,age,gender,trial,story,reaction_time,response_a,response_b,response_c,response_d,report_a,report_b,report_c,tag_a,tag_b,tag_c,exhaustive_seen,mention_one_high_seen,mention_one_low_seen,mention_some_high_seen,mention_some_low_seen,false_report_seen,none_of_above_seen,exhaustive_chosen,mention_one_high_chosen,mention_one_low_chosen,mention_some_high_chosen,mention_some_low_chosen,false_report_chosen,none_of_above_chosen
A1LOUZD99NZCT2,english,29,male,consent,NA,20121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1LOUZD99NZCT2,english,29,male,train,train_m,11924,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1LOUZD99NZCT2,english,29,male,train,train_f,7041,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1LOUZD99NZCT2,english,29,male,high,high_inspector,3397,0,1,1,0,Restaurants A and B.,Restaurant E.,"Restaurants A, B, C, D, and E.",ms-h,mo-l,exh,1,0,1,1,0,0,1,1,0,1,0,0,0,0
A1LOUZD99NZCT2,english,29,male,low,low_brother,1717,1,0,0,0,Stall C.,Stalls C and D.,Stalls A and B.,mo-h,ms-h,ms-l,0,1,0,1,1,0,1,0,1,0,0,0,0,0
A1LOUZD99NZCT2,english,29,male,control,control_why,1855,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,0,0,0,0
A1LOUZD99NZCT2,english,29,male,high,high_fbi,1945,0,0,1,0,Place D.,Places F and A.,Place E.,f,ms-h,mo-l,0,0,1,1,0,1,1,0,0,1,0,0,0,0
A1LOUZD99NZCT2,english,29,male,low,low_yoga,1945,1,0,1,0,"Studios F, E, D, C and B.",Studios C and B.,Studio F.,exh,ms-l,mo-h,1,1,0,0,1,0,1,1,1,0,0,0,0,0
A1LOUZD99NZCT2,english,29,male,control,control_when,2823,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,1,0,0,0,0,0
A1LOUZD99NZCT2,english,29,male,high,high_firefighter,2238,0,0,1,0,The fourth and sixth floors.,The fifth and second floors.,"The fifth, second, fourth, third and sixth floors.",ms-l,ms-h,exh,1,0,0,1,1,0,1,1,0,0,0,0,0,0
A1LOUZD99NZCT2,english,29,male,low,low_pic,3260,1,1,0,0,Locations A and D.,Location A.,Location F.,ms-h,mo-h,mo-l,0,1,1,1,0,0,1,0,1,0,1,0,0,0
A1LOUZD99NZCT2,english,29,male,high,high_terrorism,2193,0,0,1,0,Store F.,Stores A and F.,Store E.,mo-l,ms-l,mo-h,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A1LOUZD99NZCT2,english,29,male,control,control_how,1404,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,0,0,0,0,0
A1LOUZD99NZCT2,english,29,male,low,low_coffee,3982,1,0,1,0,"Cafes E, B, F, C and D.",Cafe E.,Cafes F and D.,exh,mo-h,ms-l,1,1,0,0,1,0,1,1,0,0,0,1,0,0
A1LOUZD99NZCT2,english,29,male,high,high_operative,2136,0,1,1,0,The Northeast district.,The Northeast and Southwest districts.,The South and North districts.,mo-h,ms-h,ms-l,0,1,0,1,1,0,1,0,0,0,1,1,0,0
A1LOUZD99NZCT2,english,29,male,low,low_la,3598,0,0,0,1,Diner C.,Diners A and E.,Diner E.,mo-h,ms-l,mo-l,0,1,1,0,1,0,1,0,0,0,0,0,0,1
A1LOUZD99NZCT2,english,29,male,control,control_what,1934,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,0,0,1
A1LOUZD99NZCT2,english,29,male,exit_quest,NA,42897,the coffee shop,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YVC1U50H2B4R,English,29,female,consent,NA,45290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YVC1U50H2B4R,English,29,female,train,train_f,14596,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YVC1U50H2B4R,English,29,female,train,train_m,7497,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YVC1U50H2B4R,English,29,female,low,low_la,23638,1,0,0,0,Diners C and F.,Diners A and E.,Diner C.,ms-h,ms-l,mo-h,0,1,0,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,high,high_inspector,29257,0,0,0,1,Restaurant E.,"Restaurants A, B, C, D, and E.",Restaurants C and E.,mo-l,exh,ms-l,1,0,1,0,1,0,1,0,0,0,0,0,0,1
A2YVC1U50H2B4R,English,29,female,low,low_yoga,6987,0,1,0,0,Studios C and B.,Studios F and E.,"Studios F, E, D, C and B.",ms-l,ms-h,exh,1,0,0,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,control,control_why,19369,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,high,high_firefighter,19820,1,0,0,0,The fifth floor.,The fourth and sixth floors.,The fifth and second floors.,mo-h,ms-l,ms-h,0,1,0,1,1,0,1,0,1,0,0,0,0,0
A2YVC1U50H2B4R,English,29,female,low,low_pic,8408,0,0,1,0,Location F.,"Locations A, D, E, and F.",Location A.,mo-l,exh,mo-h,1,1,1,0,0,0,1,0,1,0,0,0,0,0
A2YVC1U50H2B4R,English,29,female,control,control_when,11051,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,0,0
A2YVC1U50H2B4R,English,29,female,high,high_terrorism,5587,1,0,0,0,Stores E and B.,Stores A and F.,Store F.,ms-h,ms-l,mo-l,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,low,low_brother,5432,0,0,0,1,"Stalls C, D, A, F and B.",Stalls A and B.,Stall B.,exh,ms-l,mo-l,1,0,1,0,1,0,1,0,0,0,0,0,0,1
A2YVC1U50H2B4R,English,29,female,high,high_fbi,5087,0,0,1,0,Place E.,Places B and E.,Places F and A.,mo-l,ms-l,ms-h,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,control,control_what,14512,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,low,low_coffee,4055,0,0,1,0,Cafes F and D.,Cafe D.,Cafe E.,ms-l,mo-l,mo-h,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A2YVC1U50H2B4R,English,29,female,high,high_operative,6676,0,1,0,0,The South and North districts.,The Northeast and Southwest districts.,The North district.,ms-l,ms-h,mo-l,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,control,control_how,9439,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,0,0,0
A2YVC1U50H2B4R,English,29,female,exit_quest,NA,19463,At the cafe,No.. it seemed fairly common sense,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2QWERWB75X8YU,english,28,female,consent,NA,17736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2QWERWB75X8YU,english,28,female,train,train_f,26617,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2QWERWB75X8YU,english,28,female,train,train_m,17643,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2QWERWB75X8YU,english,28,female,high,high_terrorism,24581,0,1,0,0,Store F.,Stores E and B.,Stores A and F.,mo-l,ms-h,ms-l,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,low,low_pic,12479,1,0,0,0,Locations A and D.,Locations D and F.,Location F.,ms-h,ms-l,mo-l,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,high,high_operative,18754,1,0,0,0,"The Northeast, Southwest, South, Southeast and North districts.",The Northeast district.,The South and North districts.,exh,mo-h,ms-l,1,1,0,0,1,0,1,1,0,0,0,0,0,0
A2QWERWB75X8YU,english,28,female,control,control_what,15977,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,0,0,0,0,0,0
A2QWERWB75X8YU,english,28,female,low,low_yoga,8425,0,0,1,0,Studio B.,Studio A.,Studio F.,mo-l,f,mo-h,0,1,1,0,0,1,1,0,1,0,0,0,0,0
A2QWERWB75X8YU,english,28,female,high,high_inspector,16908,0,1,1,0,Restaurant E.,Restaurant A.,Restaurants A and B.,mo-l,mo-h,ms-h,0,1,1,1,0,0,1,0,1,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,control,control_when,19943,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,low,low_brother,8655,0,1,0,0,"Stalls C, D, A, F and B.",Stalls C and D.,Stalls A and B.,exh,ms-h,ms-l,1,0,0,1,1,0,1,0,0,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,high,high_firefighter,8221,0,1,0,0,The sixth floor.,The fifth and second floors.,The first floor.,mo-l,ms-h,f,0,0,1,1,0,1,1,0,0,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,low,low_la,6832,0,1,0,0,Diners A and E.,Diner C.,Diner E.,ms-l,mo-h,mo-l,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A2QWERWB75X8YU,english,28,female,control,control_how,17175,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,0,0,0,0,0
A2QWERWB75X8YU,english,28,female,high,high_fbi,16800,1,0,0,0,Places B and E.,Place E.,Place D.,ms-l,mo-l,f,0,0,1,0,1,1,1,0,0,0,0,1,0,0
A2QWERWB75X8YU,english,28,female,low,low_coffee,5944,0,1,0,0,Cafe D.,Cafes E and B.,Cafe A.,mo-l,ms-h,f,0,0,1,1,0,1,1,0,0,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,control,control_why,12048,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0,1,0,0,0
A2QWERWB75X8YU,english,28,female,exit_quest,NA,21472,Downtown,Sort of%2C I got confused,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACVJ6IUO9QM4R,English,35,female,consent,NA,14965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACVJ6IUO9QM4R,English,35,female,train,train_f,13809,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACVJ6IUO9QM4R,English,35,female,train,train_m,4310,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACVJ6IUO9QM4R,English,35,female,low,low_coffee,2635,1,0,0,0,Cafe E.,Cafes E and B.,Cafe D.,mo-h,ms-h,mo-l,0,1,1,1,0,0,1,0,1,0,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,high,high_operative,1679,0,1,0,0,The South and North districts.,The North district.,"The Northeast, Southwest, South, Southeast and North districts.",ms-l,mo-l,exh,1,0,1,0,1,0,1,0,0,1,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,low,low_la,3091,1,0,0,0,Diners A and E.,Diner E.,Diner C.,ms-l,mo-l,mo-h,0,1,1,0,1,0,1,0,0,0,0,1,0,0
ACVJ6IUO9QM4R,English,35,female,control,control_what,2074,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,1,0,0
ACVJ6IUO9QM4R,English,35,female,high,high_firefighter,3914,0,1,1,0,The fifth floor.,The fourth and sixth floors.,"The fifth, second, fourth, third and sixth floors.",mo-h,ms-l,exh,1,1,0,0,1,0,1,1,0,0,0,1,0,0
ACVJ6IUO9QM4R,English,35,female,low,low_yoga,1260,0,1,0,0,Studio A.,Studios F and E.,Studio B.,f,ms-h,mo-l,0,0,1,1,0,1,1,0,0,0,1,0,0,0
ACVJ6IUO9QM4R,English,35,female,control,control_why,1190,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0,1,0,0,0
ACVJ6IUO9QM4R,English,35,female,high,high_inspector,1874,0,0,1,0,"Restaurants A, B, C, D, and E.",Restaurants A and B.,Restaurants C and E.,exh,ms-h,ms-l,1,0,0,1,1,0,1,0,0,0,0,1,0,0
ACVJ6IUO9QM4R,English,35,female,low,low_brother,1029,0,1,0,0,Stalls C and D.,Stall B.,"Stalls C, D, A, F and B.",ms-h,mo-l,exh,1,0,1,1,0,0,1,0,0,1,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,high,high_terrorism,1157,1,0,0,0,Store F.,Store C.,Stores A and F.,mo-l,f,ms-l,0,0,1,0,1,1,1,0,0,1,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,control,control_when,1572,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,0,0,1,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,low,low_pic,2148,1,0,0,0,Location A.,Locations D and F.,Location F.,mo-h,ms-l,mo-l,0,1,1,0,1,0,1,0,1,0,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,high,high_fbi,2432,0,1,0,0,Place E.,Place F.,Places F and A.,mo-l,mo-h,ms-h,0,1,1,1,0,0,1,0,1,0,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,control,control_how,3664,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,0,0,0,0,0
ACVJ6IUO9QM4R,English,35,female,exit_quest,NA,30197,in the cubboard ,yes it ws difficult because some of the paragraphs were long and didnt make sense the way they were worded ,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1DIW2K1J89CMO,English,22,female,consent,NA,15875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1DIW2K1J89CMO,English,22,female,train,train_f,27634,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1DIW2K1J89CMO,English,22,female,train,train_m,28738,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1DIW2K1J89CMO,English,22,female,high,high_fbi,25597,0,0,1,0,Place E.,Places B and E.,Places F and A.,mo-l,ms-l,ms-h,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,low,low_brother,50773,0,0,1,0,Stall E.,Stalls A and B.,Stall C.,f,ms-l,mo-h,0,1,0,0,1,1,1,0,1,0,0,0,0,0
A1DIW2K1J89CMO,English,22,female,high,high_terrorism,44535,1,0,0,0,Stores E and B.,Store F.,Stores A and F.,ms-h,mo-l,ms-l,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,control,control_why,25710,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,low,low_pic,19286,1,0,1,0,Locations A and D.,Location B.,Location A.,ms-h,f,mo-h,0,1,0,1,0,1,1,0,1,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,high,high_operative,17381,1,0,1,0,The Northeast district.,The South and North districts.,The Northeast and Southwest districts.,mo-h,ms-l,ms-h,0,1,0,1,1,0,1,0,1,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,control,control_what,10573,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,low,low_coffee,10174,0,1,0,0,Cafe D.,Cafes E and B.,Cafes F and D.,mo-l,ms-h,ms-l,0,0,1,1,1,0,1,0,0,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,high,high_inspector,27894,0,0,0,1,Restaurants C and E.,Restaurant E.,Restaurant F.,ms-l,mo-l,f,0,0,1,0,1,1,1,0,0,0,0,0,0,1
A1DIW2K1J89CMO,English,22,female,low,low_la,18678,1,0,0,0,Diners C and F.,Diners A and E.,"Diners C, F, A, D, and E.",ms-h,ms-l,exh,1,0,0,1,1,0,1,0,0,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,control,control_when,25182,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,0,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,high,high_firefighter,17101,0,1,0,0,The sixth floor.,"The fifth, second, fourth, third and sixth floors.",The fifth and second floors.,mo-l,exh,ms-h,1,0,1,1,0,0,1,1,0,0,0,0,0,0
A1DIW2K1J89CMO,English,22,female,low,low_yoga,10327,1,0,1,0,Studio F.,Studios C and B.,Studios F and E.,mo-h,ms-l,ms-h,0,1,0,1,1,0,1,0,1,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,control,control_how,26135,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,1,0,0,0
A1DIW2K1J89CMO,English,22,female,exit_quest,NA,32646,There should be a coffee shop nearby.,No%2C it is simply reading carefully.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11FRLH5KWRLBV,English,34,male,consent,NA,18893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11FRLH5KWRLBV,English,34,male,train,train_f,96254,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11FRLH5KWRLBV,English,34,male,train,train_m,44724,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A11FRLH5KWRLBV,English,34,male,high,high_fbi,18712,0,1,0,0,Place E.,Place F.,Places B and E.,mo-l,mo-h,ms-l,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A11FRLH5KWRLBV,English,34,male,low,low_pic,1903,0,0,1,0,Locations D and F.,Location A.,Location B.,ms-l,mo-h,f,0,1,0,0,1,1,1,0,0,0,0,0,1,0
A11FRLH5KWRLBV,English,34,male,control,control_what,1918,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,1,0
A11FRLH5KWRLBV,English,34,male,high,high_terrorism,2376,0,1,0,0,Store C.,Stores E and B.,Store E.,f,ms-h,mo-h,0,1,0,1,0,1,1,0,0,0,1,0,0,0
A11FRLH5KWRLBV,English,34,male,low,low_yoga,1464,0,0,1,0,Studios F and E.,Studio F.,"Studios F, E, D, C and B.",ms-h,mo-h,exh,1,1,0,1,0,0,1,1,0,0,0,0,0,0
A11FRLH5KWRLBV,English,34,male,control,control_why,2443,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,0,0,0,0,0
A11FRLH5KWRLBV,English,34,male,high,high_inspector,2049,1,0,0,0,Restaurant A.,Restaurants C and E.,Restaurants A and B.,mo-h,ms-l,ms-h,0,1,0,1,1,0,1,0,1,0,0,0,0,0
A11FRLH5KWRLBV,English,34,male,low,low_brother,1675,0,0,1,0,Stall E.,Stalls C and D.,Stalls A and B.,f,ms-h,ms-l,0,0,0,1,1,1,1,0,0,0,0,1,0,0
A11FRLH5KWRLBV,English,34,male,high,high_operative,5269,0,1,0,0,The South and North districts.,The North district.,The Northeast and Southwest districts.,ms-l,mo-l,ms-h,0,0,1,1,1,0,1,0,0,1,0,0,0,0
A11FRLH5KWRLBV,English,34,male,control,control_when,2950,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1,0,0,0,0
A11FRLH5KWRLBV,English,34,male,low,low_coffee,1915,0,1,0,0,Cafes E and B.,Cafe E.,Cafe D.,ms-h,mo-h,mo-l,0,1,1,1,0,0,1,0,1,0,0,0,0,0
A11FRLH5KWRLBV,English,34,male,high,high_firefighter,2908,0,0,1,0,The fourth and sixth floors.,The fifth floor.,The sixth floor.,ms-l,mo-h,mo-l,0,1,1,0,1,0,1,0,0,1,0,0,0,0
A11FRLH5KWRLBV,English,34,male,low,low_la,1741,1,0,0,0,Diner C.,Diner B.,Diners C and F.,mo-h,f,ms-h,0,1,0,1,0,1,1,0,1,0,0,0,0,0
A11FRLH5KWRLBV,English,34,male,control,control_how,1659,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,0,0,0,0
A11FRLH5KWRLBV,English,34,male,exit_quest,NA,53182,he can find it at the store,yes i found this task somewhat hard because there seemed to be multiple answers to me,everything worked fine.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YGAEODJ5SSF6,English ,41,male,consent,NA,15988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YGAEODJ5SSF6,English ,41,male,train,train_m,37863,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YGAEODJ5SSF6,English ,41,male,train,train_f,36619,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2YGAEODJ5SSF6,English ,41,male,low,low_brother,33714,0,1,0,0,"Stalls C, D, A, F and B.",Stalls C and D.,Stalls A and B.,exh,ms-h,ms-l,1,0,0,1,1,0,1,0,0,0,1,0,0,0
A2YGAEODJ5SSF6,English ,41,male,high,high_fbi,22375,0,1,0,0,Place D.,Place F.,Place E.,f,mo-h,mo-l,0,1,1,0,0,1,1,0,1,0,0,0,0,0
A2YGAEODJ5SSF6,English ,41,male,low,low_la,13581,1,1,0,0,Diner C.,Diners C and F.,Diner B.,mo-h,ms-h,f,0,1,0,1,0,1,1,0,1,0,1,0,0,0
A2YGAEODJ5SSF6,English ,41,male,control,control_what,25469,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,0,0
A2YGAEODJ5SSF6,English ,41,male,high,high_inspector,26442,1,1,0,0,Restaurants C and E.,Restaurants A and B.,Restaurant F.,ms-l,ms-h,f,0,0,0,1,1,1,1,0,0,0,1,1,0,0
A2YGAEODJ5SSF6,English ,41,male,low,low_yoga,33390,0,1,0,0,Studio A.,Studios F and E.,Studio B.,f,ms-h,mo-l,0,0,1,1,0,1,1,0,0,0,1,0,0,0
A2YGAEODJ5SSF6,English ,41,male,control,control_why,21927,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0,1,0,0,0
A2YGAEODJ5SSF6,English ,41,male,high,high_operative,35657,0,1,0,0,The North district.,The Northeast and Southwest districts.,The Northeast district.,mo-l,ms-h,mo-h,0,1,1,1,0,0,1,0,0,0,1,0,0,0
A2YGAEODJ5SSF6,English ,41,male,low,low_coffee,41424,0,1,0,0,Cafe D.,Cafe E.,Cafes F and D.,mo-l,mo-h,ms-l,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A2YGAEODJ5SSF6,English ,41,male,high,high_firefighter,27893,1,1,1,0,The sixth floor.,The fifth floor.,"The fifth, second, fourth, third and sixth floors.",mo-l,mo-h,exh,1,1,1,0,0,0,1,1,1,1,0,0,0,0
A2YGAEODJ5SSF6,English ,41,male,control,control_when,18427,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,0,0,0,0
A2YGAEODJ5SSF6,English ,41,male,low,low_pic,19010,0,0,0,1,Location F.,Locations D and F.,Location B.,mo-l,ms-l,f,0,0,1,0,1,1,1,0,0,0,0,0,0,1
A2YGAEODJ5SSF6,English ,41,male,high,high_terrorism,14694,1,0,0,0,Store E.,Stores E and B.,Stores A and F.,mo-h,ms-h,ms-l,0,1,0,1,1,0,1,0,1,0,0,0,0,0
A2YGAEODJ5SSF6,English ,41,male,control,control_how,35988,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,0,0,0,0
A2YGAEODJ5SSF6,English ,41,male,exit_quest,NA,27491,At the store,Not really because the answers seemed fairly straight forward ,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2DVJ6OMVVYTC7,English,29,male,consent,NA,40006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2DVJ6OMVVYTC7,English,29,male,train,train_m,32965,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2DVJ6OMVVYTC7,English,29,male,train,train_f,32151,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2DVJ6OMVVYTC7,English,29,male,low,low_pic,39646,0,0,1,0,"Locations A, D, E, and F.",Location F.,Locations A and D.,exh,mo-l,ms-h,1,0,1,1,0,0,1,0,0,0,1,0,0,0
A2DVJ6OMVVYTC7,English,29,male,high,high_fbi,21885,0,0,1,0,Place F.,Place E.,"Places F, A, B, C and E.",mo-h,mo-l,exh,1,1,1,0,0,0,1,1,0,0,0,0,0,0
A2DVJ6OMVVYTC7,English,29,male,low,low_la,28142,0,1,0,0,Diner E.,Diner C.,Diners A and E.,mo-l,mo-h,ms-l,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A2DVJ6OMVVYTC7,English,29,male,control,control_what,22295,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,0,0,0,0,0
A2DVJ6OMVVYTC7,English,29,male,high,high_inspector,36165,0,0,1,0,Restaurant F.,Restaurants C and E.,Restaurants A and B.,f,ms-l,ms-h,0,0,0,1,1,1,1,0,0,0,1,0,0,0
A2DVJ6OMVVYTC7,English,29,male,low,low_brother,31765,1,0,0,0,Stall C.,Stalls A and B.,Stall B.,mo-h,ms-l,mo-l,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A2DVJ6OMVVYTC7,English,29,male,control,control_how,18820,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,0,0,0,0,0
